timestamp,PV_Ost,Wind_Ost,PV_Sued,Wind_Sued,PV_Mitte,Wind_Mitte,PV_Main,Wind_Main,PV_Nord,Wind_Nord,power_sum,date
2024-04-01 00:00:00,0.0,98.57206532859861,0.0,0.0,0.0,6.161061518164785,0.0,5.767802272324479,0.0,25.712553424917765,136.21348254400564,2024-04-01
2024-04-01 01:00:00,0.0,112.56988662525433,0.0,0.0,0.0,7.6425640813008355,0.0,0.0,0.0,31.83288596881131,152.04533667536646,2024-04-01
2024-04-01 02:00:00,0.0,98.57206532859861,0.0,0.0,0.0,3.198056391892676,0.0,11.832586185678984,0.0,56.71545225664506,170.31816016281533,2024-04-01
2024-04-01 03:00:00,0.0,142.39319897738125,0.0,0.0,0.0,4.679558955028732,0.0,2.9939251328356966,0.0,52.24737269461514,202.31405575986082,2024-04-01
2024-04-01 04:00:00,0.0,127.192453911675,0.0,3.883038281832351,0.0,0.0,0.0,13.908474244451606,0.0,22.766625899773455,167.75059233773243,2024-04-01
2024-04-01 05:00:00,0.5160774610734618,127.192453911675,0.0,14.309839877104496,0.0,7.6425640813008355,0.0,0.0,0.19168591411300007,0.0,149.85262124526682,2024-04-01
2024-04-01 06:00:00,3.933876651038739,221.56662208530068,0.8111423277276802,90.73843868938202,1.6824943366898277,0.0,1.0550491965966686,4.380863702580089,1.2469746977584915,0.0,325.4154616870742,2024-04-01
2024-04-01 07:00:00,6.323685857557211,252.6774848563536,5.111578559317183,48.02469001216862,2.6600499601930965,19.633603986960598,3.824121901648994,10.26836975363644,1.2473432724024884,0.0,349.7709281602382,2024-04-01
2024-04-01 08:00:00,17.6530302853029,235.35694770222108,9.281947608933743,43.9130523195489,3.9031879259174227,45.05736727792498,2.437126357365609,183.4086254015725,2.111806940533953,0.0,543.1230918193211,2024-04-01
2024-04-01 09:00:00,18.75411771237967,256.11133492883647,11.963069946621033,96.32049907874419,6.66130069985399,62.83095902884749,3.5760355359295897,102.37157185468739,2.8804786995691103,3.7083845395351243,565.1777520250041,2024-04-01
2024-04-01 10:00:00,33.70742507370482,256.11133492883647,10.086386849551424,167.78831575391703,13.813250110911683,152.58892001841582,19.39709749376137,228.57879776762286,4.805184210866136,0.0,886.8767122075877,2024-04-01
2024-04-01 11:00:00,22.52405426792304,267.89417870734246,8.5932673054056,185.1705064198265,7.816167063073414,160.2749107594975,22.467045861988407,215.87979288698173,12.057963527325922,8.862122179380757,911.5400089787453,2024-04-01
2024-04-01 12:00:00,19.049865785089324,267.83823624466874,13.818099216792534,200.9179928302373,11.29981691970276,208.49910466032546,12.40711899390789,224.6825351340529,9.82766212420235,47.77929313258526,1016.1197250415644,2024-04-01
2024-04-01 13:00:00,25.02525639856328,266.0756028963942,18.01053159948499,132.99407488554047,12.288387673865623,233.73267459524882,29.01440828247621,215.87979288698173,10.896884024000267,52.24737269461514,996.1649859371706,2024-04-01
2024-04-01 14:00:00,14.983395181417377,267.89417870734246,14.219132097070165,126.61633788762164,8.357008544773809,242.82627837146654,20.60680027844885,228.94587692307695,3.650363625007321,56.71545225664506,984.8148238728703,2024-04-01
2024-04-01 15:00:00,18.20491745692071,267.9575174233835,15.085685537957497,162.5667361513938,5.862525544026959,238.8321916065066,20.761510438205164,228.94587692307695,4.808969115994141,159.4152886127981,1122.4412188102633,2024-04-01
2024-04-01 16:00:00,6.847339320639113,267.96362023749333,8.025571941303415,114.07699552108487,12.524665575992486,73.10415631839594,16.010160917301604,228.93457799279372,2.8825669531074545,168.14262879322166,898.5122835713336,2024-04-01
2024-04-01 17:00:00,2.7747646171299056,267.782293781995,5.121386904450589,139.37181188345943,6.705938506359679,22.174128641672198,2.9207678165757565,218.8135677061904,1.534657606761182,267.3965616441024,934.5958791086966,2024-04-01
2024-04-01 18:00:00,0.5160774610734618,266.8364203887572,0.3686267579096155,37.38802816678881,0.4423521094915387,6.161061518164785,0.4054894337005771,189.2996382864705,0.19168591411300007,194.7631730166292,696.3725530530986,2024-04-01
2024-04-01 19:00:00,0.0,244.52002770823242,0.0,28.24190836585469,0.0,19.633603986960598,0.0,121.65632533989854,0.0,176.93821576603534,590.9900811669816,2024-04-01
2024-04-01 20:00:00,0.0,184.0422644102092,0.0,85.2470986094159,0.0,62.83095902884749,0.0,150.04459730676362,0.0,176.93821576603534,659.1031351212715,2024-04-01
2024-04-01 21:00:00,0.0,267.54109284164946,0.0,34.19068682882248,0.0,78.42679773257017,0.0,121.65632533989854,0.0,211.37956256735907,713.1944653102997,2024-04-01
2024-04-01 22:00:00,0.0,265.3147854040313,0.0,69.49421546219219,0.0,52.92085792355893,0.0,142.849201719368,0.0,119.12735574905555,649.706416258206,2024-04-01
2024-04-01 23:00:00,0.0,267.4159851523973,0.0,60.66089566845619,0.0,41.204161050119396,0.0,49.54293082205517,0.0,72.85717589515292,491.681148588181,2024-04-01
2024-04-02 00:00:00,0.0,235.35694770222108,0.0,126.61633788762164,0.0,78.42679773257017,0.0,49.54293082205517,0.0,67.11142578623563,557.0544399307037,2024-04-02
2024-04-02 01:00:00,0.0,184.0422644102092,0.0,191.3479982407338,0.0,57.8759084762032,0.0,121.65632533989854,0.0,72.85717589515292,627.7796723621977,2024-04-02
2024-04-02 02:00:00,0.0,167.19849746698756,0.0,173.00989535644027,0.0,116.0785501718199,0.0,201.0816640562665,0.0,25.712553424917765,683.081160476432,2024-04-02
2024-04-02 03:00:00,0.0,192.2629573529379,0.0,178.2314749589635,0.0,189.1179824099173,0.0,150.04459730676362,0.0,84.76971317771442,794.4267252062967,2024-04-02
