Datum (MESZ),Bremen,Dresden-Klotzsche,Gießen/Wettenberg,Saarbrücken-Ensheim,Würzburg
,Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²)
2024-10-30T03:00+01:00,0,0,0,0,0
2024-10-30T04:00+01:00,0,0,0,0,0
2024-10-30T05:00+01:00,0,0,0,0,0
2024-10-30T06:00+01:00,0,0,0,0,0
2024-10-30T07:00+01:00,0,11,0,0,0
2024-10-30T08:00+01:00,11,19,13,11,8
2024-10-30T09:00+01:00,44,55,50,44,47
2024-10-30T10:00+01:00,105,66,105,75,69
2024-10-30T11:00+01:00,116,119,97,102,111
2024-10-30T12:00+01:00,177,150,200,127,108
2024-10-30T13:00+01:00,152,116,144,122,88
2024-10-30T14:00+01:00,141,86,97,102,111
2024-10-30T15:00+01:00,141,36,80,102,75
2024-10-30T16:00+01:00,63,8,58,138,33
2024-10-30T17:00+01:00,8,0,13,30,8
2024-10-30T18:00+01:00,0,0,0,0,0
2024-10-30T19:00+01:00,0,0,0,0,0
2024-10-30T20:00+01:00,0,0,0,0,0
2024-10-30T21:00+01:00,0,0,0,0,0
2024-10-30T22:00+01:00,0,0,0,0,0
2024-10-30T23:00+01:00,0,0,0,0,0
2024-10-31T00:00+01:00,0,0,0,0,0
2024-10-31T01:00+01:00,0,0,0,0,0
2024-10-31T02:00+01:00,0,0,0,0,0
2024-10-31T03:00+01:00,0,0,0,0,0
2024-10-31T04:00+01:00,0,0,0,0,0
2024-10-31T05:00+01:00,0,0,0,0,0
2024-10-31T06:00+01:00,0,0,0,0,0
2024-10-31T07:00+01:00,0,8,0,0,0
2024-10-31T08:00+01:00,5,61,8,11,8
2024-10-31T09:00+01:00,30,97,25,36,33
2024-10-31T10:00+01:00,58,122,41,69,150
2024-10-31T11:00+01:00,58,175,94,105,169
2024-10-31T12:00+01:00,61,216,133,122,150
2024-10-31T13:00+01:00,88,233,166,77,177
2024-10-31T14:00+01:00,91,138,325,77,205
2024-10-31T15:00+01:00,72,86,250,80,80
2024-10-31T16:00+01:00,25,27,83,27,41
2024-10-31T17:00+01:00,8,0,11,5,11
2024-10-31T18:00+01:00,0,0,0,0,0
2024-10-31T19:00+01:00,0,0,0,0,0
2024-10-31T20:00+01:00,0,0,0,0,0
2024-10-31T21:00+01:00,0,0,0,0,0
2024-10-31T22:00+01:00,0,0,0,0,0
2024-10-31T23:00+01:00,0,0,0,0,0
2024-11-01T00:00+01:00,0,0,0,0,0
