Datum (MESZ),Bremen,Dresden-Klotzsche,Gießen/Wettenberg,Saarbrücken-Ensheim,Würzburg
,Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²),Globalstrahlung (W/m²)
2024-04-30T06:00+02:00,5,2,2,2,2
2024-04-30T07:00+02:00,58,86,33,44,52
2024-04-30T08:00+02:00,194,241,230,183,213
2024-04-30T09:00+02:00,363,408,397,383,375
2024-04-30T10:00+02:00,486,561,552,552,530
2024-04-30T11:00+02:00,633,691,683,708,663
2024-04-30T12:00+02:00,705,780,769,794,755
2024-04-30T13:00+02:00,555,816,805,841,813
2024-04-30T14:00+02:00,716,808,805,825,816
2024-04-30T15:00+02:00,730,758,716,794,747
2024-04-30T16:00+02:00,633,661,594,697,647
2024-04-30T17:00+02:00,508,530,522,511,530
2024-04-30T18:00+02:00,344,369,377,361,413
2024-04-30T19:00+02:00,200,211,186,213,186
2024-04-30T20:00+02:00,61,69,72,69,38
2024-04-30T21:00+02:00,5,2,2,8,2
2024-04-30T22:00+02:00,0,0,0,0,0
2024-04-30T23:00+02:00,0,0,0,0,0
2024-05-01T00:00+02:00,0,0,0,0,0
2024-05-01T01:00+02:00,0,0,0,0,0
